अनादित्व,anāditvă
अनादृत,anādr̥t
अनानास,anānās
अनापशनाप,anāpśanāp
अनाम,anām
अनामक,anāmak
अनामय,anāmay
अनामिका,anāmikā
अनायक,anāyak
अनायास,anāyās
अनायासिक,anāyāsik
अनार,anār
अनारपन,anārpan
अनारी,anārī
अनावरण,anāvaraṇ
अनावर्ती,anāvartī
अनावृष्टि,anāvr̥ṣṭi
अनावृत,anāvr̥t
अनावृत्त,anāvr̥tt
अनावृत्ति,anāvr̥tti
अनाश्य,anāśyă
अनाहत,anāhat
अनाहार,anāhār
अनाहारी,anāhārī
अनिंदनीय,anindănīyă
अनिंदित,anindit
आनिच्छा,anicchā
अनिच्छित,anicchit
अनिच्छु,anicchu
अनिच्छुक,anicchuk
अनित्य,anityă
अनित्यता,anityătā
अनिद्र,anidră
अनिद्रा,anidrā
अनिद्रित,anidrit
अनिपुण,anipuṇ
अनियमित,aniyamit
अनियार,aniyār
अनिरुद्ध,aniruddh
अनिर्णय,anirṇay
अनिर्णीत,anirṇīt
अनिर्मल,anirmal
अनिर्वचनीय,anirvacănīyă
अनिर्वाच्य,anirvācyă
अनिल,anil
अनिवारित,anivārit
अनिवार्य,anivāryă
अनिवार्यता,anivāryătā
अनिश,aniś
अनिश्चय,aniścay
अनिश्चित,aniścit
अनिषिद्ध,aniṣiddh
अनिष्ट,aniṣṭ
अनिष्ठा,aniṣṭhā
अनी,anī
अनीक,anīk
अनीति,anīti
अनीह,anīh
अनु,anu
अनुकंपा,anukampā
अनुकंपित,anukampit
अनुकथन,anukathan
अनुकरण,anukaraṇ
अनुकरणीय,anukarăṇīyă
अनुकर्ष,anukarṣ
अनुकर्षण,anukarṣaṇ
अनुकारक,anukārak
अनुकारी,anukārī
अनुकाल,anukāl
अनुकूल,anukūl
अनुकूल,anukūl
अनुकूलता,anukūlătā
अनुकूलन,anukūlan
अनुकूलन,anukūlit
अनुकूलित,anukr̥ti
अनुकृति,anukt
अनुक्ति,anukti
अनुक्रम,anukram
अनुक्रमण,anukramaṇ
अनुक्रमणिका,anukramăṇikā
अनुक्षण,anukṣaṇ
अनुगत,anugat
अनुगति,anugati
अनुगम,anugam
अनुगमन,anugaman
अनुगामी,anugāmī
अनुगूँज,anugūṁj
अनुगृहीत,anugr̥hīt
अनुग्रह,anugrah
अनुग्रही,anugrahī
अनुग्राहक,anugrāhak
अनुग्राही,anugrāhī
अनुग्राह्य,anugrāhyă
अनुचर,anucar
अनुचरित,anucarit
अनुचार,anucār
अनुचारी,anucārī
अनुचित,anucit
अनुचित्रक,anucitrak
अनुच्छेद,anucched
अनुज,anuj
अनुजन्मा,anujanmā
अनुजा,anujā
अनुजीवी,anujīvī
अनुज्ञप्त,anugyapt
अनुज्ञप्ति,anugyapti
अनुज्ञा,anugyā
अनुज्ञात,anugyāt
अनुज्ञापक,anugyāpak
अनुज्ञापन,anugyāpan
अनुज्ञेय,anugyey
अनुताप,anutāp
अनुतापित,anutāpit
अनुतापी,anutāpī
अनुत्तर,anuttar
अनुदान,anudān
अनुदिन,anudin
अनुदेश,anudeś
अनुद्योग,anudyog
अनुद्योगी,anudyogī
अनुद्वाह,anudvāh
अनुनय,anunay
अनुनयी,anunayī
अनुनाद,anunād
अनुनासिक,anunāsik
अनुनासिकता,anunāsikătā
अनुनीत,anunīt
अनुंन्नत,anunnat
अनुन्नति,anunnati
अनुपकार,anupăkār
अनुपकारी,anupăkārī
अनुपम,anupam
अनुपमित,anupamit
अनुपमेय,anupamey
अनुपलक्षित,anupălakṣit
अनुपलब्ध,anupălabdh
अनुपलब्धि,anupălabdhi
अनुपस्थित,anupăsthit
अनुपस्थिति,anupăsthiti
अनुपात,anupāt
अनुपातक,anupātak
अनुपातन,anupātan
अनुपाती,anupātī
अनुपान,anupān
अनुपूरक,anupūrak
अनुप्राणित,anuprāṇit
अनुप्रास,anuprās
अनुबंध,anubandh
अनुबंधक,anubandhak
अनुबंधन,anubandhan
अनुबंधी,anubandhī
अनुबद्ध,anubaddh
अनुबल,anubal
अनुभव,anubhav
अनुभवी,anubhavī
अनुभाजन,anubhājan
अनुभाव,anubhāv
अनुभावक,anubhāvak
अनुभावन,anubhāvan
अनुभावी,anubhāvī
अनुभाव्य,anubhāvyă
अनुभूत,anubhūt
अनुभूति,anubhūti
अनुमत,anumat
अनुमति,anumati
अनुमरण,anumaraṇ
अनुमान,anumān
अनुमान,anumān
अनुमानिक,anumānik
अनुमानित,anumānit
अनुमानी,anumānī
अनुमापक,anumāpak
अनुमापन,anumāpan
अनुमित,anumit
अनुमोद,anumod
अनुमोदक,anumodak
अनुमोदन,anumodan
अनुमोदित,anumodit
अनुयाचन,anuyācan
अनुयायी,anuyāyī
अनुयोक्ता,anuyoktā
अनुयोग,anuyog
अनुयोगी,anuyogī
अनुयोजन,anuyojan
अनुयोजित,anuyojit
अनुरंजक,anurañak
अनुरंजन,anurañan
अनुरंजित,anurañit
अनुरक्त,anurakt
अनुरक्ति,anurakti
अनुरक्षण,anurakṣaṇ
अनुराग,anurāg
अनुराग,anurāg
अनुरागी,anurāgī
अनुराधा,anurādhā
अनुरूप,anurūp
अनुरूपक,anurūpak
अनुरेखन,anurekhan
अनुरोध,anurodh
अनुरोधक,anurodhak
अनुरोधी,anurodhī
अनुलेप,anulep
अनुलेपन,anulepan
अनुलोम,anulom
अनुवर्तन,anuvartan
अनुवर्ती,anuvartī
अनुवा,anuvā
अनुवाद,anuvād
अनुवादक,anuvādak
अनुवादित,anuvādit
अनुवादी,anuvādī
अनुवाद्य,anuvādyă
अनुवृत्त,anuvr̥tt
अनुवृत्ति,anuvr̥tti
अनुवृत्तिक,anuvr̥ttik
अनुवृत्ती,anuvr̥ttī
अनुशासक,anuśāsak
अनुशासक,anuśāsan
अनुशासनिक,anuśāsănik
अनुशासित,anuśāsit
अनुशीलन,anuśīlan
अनुशीलित,anuśīlit
अनुशोक,anuśok
अनुषंग,anuṣaṅg
अनुष्ठान,anuṣṭhān
अनुष्ठित,anuṣṭhit
अनुश्रुत,anuśrut
अनुसंधाता,anusandhātā
अनुसंधान,anusandhān
अनुसंधानी,anusandhānī
अनुसंधायक,anusandhāyak
अनुसमर्थन,anusamarthan
अनुसर,anusar
अनुसरण,anusaraṇ
अनुसार,anusār
अनुसार,anusār
अनुसारी,anusārī
अनुसूचित,anusūcit
अनुसूची,anusūcī
अनुसोचक,anusocak
अनुसोचना,anusocănā
अनुस्वार,anusvār
अनुहर,anuhar
अनुहरण,anuharaṇ
अनुहार,anuhār
अनुहार,anuhār
अनुहारक,anuhārak
अनुहारी,anuhārī
अनूठा,anūṭhā
अनूदित,anûdit
अनूप,anūp
अनूप,anūp
अनृणी,anr̥ṇī
अनेक,anek
अनेकता,anekătā
अनेकत्व,anekatvă
अनेला,anelā
अनैक्य,anaikyă
अनैस,anais
अनैसे,anaise
अनैसो,anaiso
अनोखा,anokhā
अनोना,anonā
अनौआ,anauā
अनौटा,anauṭā
अन्न,ann
अन्ना,annā
अन्नी,annī
अन्य,anyă
अन्यत्र,anyatră
अन्यथा,anyăthā
अन्याय,anyāy
अन्यायी,anyāyī
अन्योन्य,anyonyă
अन्वय,anvay
अन्वयन,anvayan
अन्वयी,anvayī
अन्वित,anvit
अन्विति,anviti
अन्वीक्ष,anvīkṣ
अन्वीक्षण,anvīkṣaṇ
अन्वेषक,anveṣak
अन्वेषण,anveṣaṇ
अन्वेषित,anveṣit
अन्वेषी,anveṣī
अपंग,apaṅg
अपंथी,apanthī
अप,apă
अपक,apak
अपकर्म,apăkarm
अपकर्ष,apăkarṣ
अपकलंक,apăkalaṅk
अपकार,apăkār
अपकारक,apăkārak
अपकारिता,apăkāritā
अपकारी,apăkārī
अपकीर्ति,apăkīrti
अपकृष्ट,apăkr̥ṣṭ
अपकृष्टता,apăkr̥ṣṭătā
अपक्व,apakvă
अपक्वता,apakvătā
अपक्ष,apakṣ
अपगत,apăgat
अपगति,apăgati
अपघर्षण,apăgharṣaṇ
अपच,apac
अपचय,apăcay
अपछरा,apăcharā
अपटु,apaṭu
अपटुता,apaṭutā
अपढ़,apaṛh
अपत,apat
अपत,apat
अपतुष्टि,apătuṣṭi
अपति,apati
अपतिव्रता,apativratā
अपतुष्टि,apătuṣṭi
अपत्य,apatyă
अपथ,apath
अपथ्य,apathyă
अपदस्थ,apadasth
अपन,apan
अपनपा,apanpā
अपना,apnā
अपनाना,apnānā
अपनापन,apnāpan
अपनापा,apnāpā
अपनाम,apănām
अपनायत,apnāyat
अपनाहट,apnāhaṭ
अपभय,apăbhay
अपभाषा,apăbhāṣā
अपभ्रंष,apăbhraṃṣ
अपभ्रष्ट,apăbhraṣṭ
अपमान,apămān
अपमान,apămān
अपमानित,apămānit
अपमानी,apămānī
अपमान्य,apămānyă
अपमृत्यु,apămr̥tyu
अपयश,apăyaś
अपयशकर,apăyaśkar
अपयशी,apăyaśī
अपरंपार,aparampār
अपर,apar
अपरस,apăras
अपराजित,aparājit
अपराजेय,aparājey
अपराध,apărādh
अपराधिक,apărādhik
अपराधिता,apărādhitā
अपराधी,apărādhī
अपराह्न,aparâhnă
अपरिचय,aparicay
अपरिचित,aparicit
अपरिमित,aparimit
अपरिहार्य,aparihāryă
अपरीक्षित,aparîkṣit
अपरूप,apărūp
अपलक,apalak
अपलक्षण,apălakṣaṇ
अपवंचन,apăvañcan
अपवचन,apăvacan
अपवर्ग,apăvarg
अपवर्जन,apăvarjan
अपवर्जित,apăvarjit
अपवर्तक,apăvartak
अपवर्तन,apăvartan
अपवर्त्य,apăvartyă
अपवश,apăvaś
अपवाद,apăvād
अपवादक,apăvādak
अपवादिक,apăvādik
अपवादित,apăvādit
अपवादी,apăvādī
अपवाह,apăvāh
अपवित्र,apavitră
अपवित्रता,apavitrătā
अपव्यय,apăvyay
अपव्ययी,apăvyayī
अपशकुन,apăśakun
अपशब्द,apăśabd
अपसंचय,apăsañcay
अपसामान्य,apăsāmānyă
अपस्मार,apăsmār
अपहर,apahar
अपहरण,apăharaṇ
अपहरणीय,apăharăṇīyă
अपहर्ता,apăhartā
अपहार,apăhār
अपहारित,apăhārit
अपहारी,apăhārī
अपहुत,apăhr̥t
अपांग,apâṅg
अपाक,apāk
अपाढ़,apāṛh
अपात्र,apātr
अपात्रता,apātrătā
अपादान,apâdān
अपान,apān
अपान,apān
अपाप,apāp
अपाय,apây
अपार,apār
अपावन,apāvan
अपाश्रय,apâśray
अपाहज,apāhaj
अपाहिज,apāhij
अपि,api
अपितु,apitu
अपील,apīl
अपीली,apīlī
अपुच्छ,apucch
अपुण्य,apuṇyă
अपुत्र,aputr
अपुत्रक,aputrak
अपुरुष,apuruṣ
अपुष्ट,apuṣṭ
अपूजक,apūjak
अपूजा,apūjā
अपूज्य,apūjyă
अपूठ,apūṭh
अपूठा,apūṭhā
अपूठौ,apūṭhau
अपूत,apūt
अपूर्ण,apūrṇ
अपूर्णता,apūrṇătā
अपूर्व,apūrv
अपूर्वता,apūrvătā
अपेख,apekh
अपेय,apey
अपेल,apel
अपेक्षक,apêkṣak
अपेक्षण,apêkṣaṇ
अपेक्षणीय,apêkṣăṇīyă
अपेक्षया,apêkṣayā
अपेक्षा,apêkṣā
अपेक्षित,apêkṣit
अपेक्ष्य,apêkṣyă
अपौरुष,apauruṣ
अपौरुषेय,apauruṣeyă
अप्रकट,aprakaṭ
अप्रकाश,aprakāś
अप्रकाशित,aprakāśit
अप्रचलन,apracalan
अप्रचलित,apracalit
अप्रतिबंध,apratibandh
अप्रतिबध्द,apratibaddh
अप्रतिभ,apratibh
अप्रतिभट,apratibhaṭ
अप्रतिम,apratim
अप्रतिष्ठ,apratiṣṭh
अप्रतिष्ठा,apratiṣṭhā
अप्रतिष्ठित,apratiṣṭhit
अप्रतिहत,apratihat
अप्रतीत,apratît
अप्रतीति,apratîti
अप्रत्यक्ष,apratyakṣ
अप्रत्यय,apratyay
अप्रत्ययी,apratyayī
अप्रत्याशित,apratyāśit
अप्रधान,apradhān
अप्रभावी,aprabhāvī
अप्रमाण,apramāṇ
अप्रवीण,apravīṇ
अप्रवीणता,apravīṇătā
अप्रशिक्षित,apraśikṣit
अप्रसन्न,aprasann
अप्रसन्नता,aprasannătā
अप्रसाद,aprasād
अप्रसिध्द,aprasiddh
अप्राकृतिक,aprākr̥tik
अप्राचीन,aprācīn
अप्राण,aprāṇ
अप्राप्त,aprâpt
अप्राप्ति,aprâpti
अप्राप्य,aprâpyă
