Word,Translit,Normalized
अतत्ताही,atattāhī,a t a t t aa h ii
अतनु,atnu,a t n u
अतर,atar,a t a r
अतरपाल,atarpāl,a t a r p aa l
अतरसों,atarsõ,a t a r s o ~
अतर्क,atark,a t a r k
अतर्क्य,atarky,a t a r k y
अतल,atal,a t a l
अतलस,atlas,a t l a s
अतलसी,atalsī,a t a l s ii
अतसी,atsī,a t s ii
अता,atā,a t aa
आताई,ātāī,aa t aa ii
अताई,atāī,a t aa ii
अतापता,atāptā,a t aa p t aa
अति,ati,a t i
अतिकाय,atikāy,a t i k aa y
अतिकाल,atikāl,a t i k aa l
अतिक्रमण,atikramaṇ,a t i k r a m a n
अतिचार,aticār,a t i c aa r
अतिजीवन,atijīvan,a t i j ii v a n
अतिजीवित,atijīvit,a t i j ii v i t
अतिजीवी,atijīvī,a t i j ii v ii
अतिथि,atithi,a t i th i
अतिदान,atidān,a t i d aa n
अतिपातक,atipātak,a t i p aa t a k
अतिबल,atibal,a t i b a l
अतिबार,atibār,a t i b aa r
अतिबेल,atibel,a t i b e l
अतिभार,atibhār,a t i bh aa r
अतिरंजन,atirañjan,a t i r a n ~ j a n
अतिरंजित,atirañjit,a t i r a n ~ j i t
अतिरिक्त,atirikt,a t i r i k t
अतिरेक,atirek,a t i r e k
अतिरोग,atirog,a t i r o g
अतिवक्ता,ativaktā,a t i v a k t aa
अतिवाद,ativād,a t i v aa d
अतिवादी,ativādī,a t i v aa d ii
अतिवानी,ativānī,a t i v aa n ii
अतिविष,ativiṣ,a t i v i sh
अतिशय,atiśay,a t i sh a y
अतिशयता,atiśyatā,a t i sh y a t aa
अतिशयी,atiśyī,a t i sh y ii
अतिशीत,atiśīt,a t i sh ii t
अतिशीतन,atiśītan,a t i sh ii t a n
अतिसार,atisār,a t i s aa r
अतींद्रिय,atīndriy,a t ii n d r i y
अतीत,atīt,a t ii t
अतीत,atīt,a t ii t
अतीव,atīv,a t ii v
अतीस,atīs,a t ii s
अतुरा,aturā,a t u r aa
अतुराई,aturāī,a t u r aa ii
अतुल,atul,a t u l
अतुलनीय,atulnīya,a t u l n ii y a
अतुलित,atulit,a t u l i t
अतुल्य,atuly,a t u l y
अतृप्त,atŕpt,a t r i p t
अतृप्ति,atŕpti,a t r i p t i
अतोल,atol,a t o l
अत्तार,attār,a t t aa r
अत्तारी,attārī,a t t aa r ii
अत्यंत,atyant,a t y a n t
अत्यंतता,atyanttā,a t y a n t t aa
अत्यधिक,atyadhik,a t y a dh i k
अत्यधिकता,atyadhiktā,a t y a dh i k t aa
अत्यय,atyay,a t y a y
अत्यर्थ,atyarth,a t y a r th
अत्यल्प,atyalp,a t y a l p
अत्याचार,atyācār,a t y aa c aa r
अत्याचारी,atyācārī,a t y aa c aa r ii
अत्यानंद,atyānand,a t y aa n a n d
अत्यावश्यक,atyāvaśyak,a t y aa v a sh y a k
अत्युक्ति,atyukti,a t y u k t i
अत्युत्तम,atyuttam,a t y u t t a m
अथ,ath,a th
अथक,athak,a th a k
अथमना,athamnā,a th a m n aa
अथर्वनी,atharvanī,a th a r v a n ii
अथव,athav,a th a v
अथवा,athvā,a th v aa
अथाई,athāī,a th aa ii
अथाह,athāh,a th aa h
अथित,athit,a th i t
आथिर,āthir,aa th i r
अदंड,adaṇḍ,a d a n dd
अदंडनीय,adaṇḍnīya,a d a n dd n ii y a
अदंड्य,adaṇḍy,a d a n dd y
अदत्त,adatt,a d a t t
अदद,adad,a d a d
अदना,adnā,a d n aa
अदब,adab,a d a b
अदबदकर,adbadkar,a d b a d k a r
अदबदाना,adabdānā,a d a b d aa n aa
अदम,adam,a d a m
अदम्य,adamy,a d a m y
अदय,aday,a d a y
अदरक,adrak,a d r a k
अदरकी,adarkī,a d a r k ii
अदरख,adrakh,a d r a kh
अदरावन,adrāvan,a d r aa v a n
अदर्श,adarś,a d a r sh
अदर्शन,adarśan,a d a r sh a n
अदल,adal,a d a l
अदलबदल,adlabdal,a d l a b d a l
अदलाबदला,adlābadlā,a d l aa b a d l aa
अदलाबदली,adlābadlī,a d l aa b a d l ii
अदलीबदली,adlībadlī,a d l ii b a d l ii
अदवाइन,advāin,a d v aa i n
अदवान,advān,a d v aa n
अदहन,adhan,a dh a n
अदा,adā,a d aa
अदाता,adātā,a d aa t aa
अदानी,adānī,a d aa n ii
अदायगी,adāyagī,a d aa y a g ii
अदालत,adālat,a d aa l a t
अदालती,adāltī,a d aa l t ii
अदावत,adāvat,a d aa v a t
अदावती,adāvtī,a d aa v t ii
अदिति,aditi,a d i t i
अदिन,adin,a d i n
अदिष्ट,adiṣṭ,a d i sh tt
आदिस्टि,ādisṭi,aa d i s tt i
अदृढ़,adŕṛh,a d r i rrh
अदृश्य,adŕśy,a d r i sh y
अदृश्यता,adŕśyatā,a d r i sh y a t aa
अदृष्ट,adŕṣṭ,a d r i sh tt
अदेय,adeya,a d e y a
अदेस,ades,a d e s
अदोष,adoṣ,a d o sh
अदौड़ी,adauṛī,a d O rr ii
अदौरी,adaurī,a d O r ii
अद्धा,addhā,a d dh aa
अद्धी,addhī,a d dh ii
अद्भुत,adbhut,a d bh u t
अद्भुतत्व,adbhutatv,a d bh u t a t v
अद्य,ady,a d y
अद्यतन,adyatan,a d y a t a n
अद्रि,adri,a d r i
अद्रोह,adroh,a d r o h
अद्रोही,adrohī,a d r o h ii
अद्वितीय,advitīya,a d v i t ii y a
अद्वेष,adveṣ,a d v e sh
अद्वेषी,adveṣī,a d v e sh ii
अद्वैत,advait,a d v E t
अधः,adhaḥ,a dh a h
अध,adh,a dh
अध,adh,a dh
अधन,adhan,a dh a n
अधन्ना,adhannā,a dh a n n aa
अधम,adham,a dh a m
अधमता,adhamtā,a dh a m t aa
अधर,adhar,a dh a r
अधर,adhar,a dh a r
अधर्म,adharm,a dh a r m
अधर्मपना,adharmapnā,a dh a r m a p n aa
अधर्मिष्ठ,adharmiṣṭh,a dh a r m i sh tth
अधर्मी,adharmī,a dh a r m ii
अधस्,adhas,a dh a s
अधारी,adhārī,a dh aa r ii
अधारी,adhārī,a dh aa r ii
अधार्मिक,adhārmik,a dh aa r m i k
अधि,adhi,a dh i
अधिक,adhik,a dh i k
अधिकतम,adhiktam,a dh i k t a m
अधिकतर,adhiktar,a dh i k t a r
अधिकता,adhiktā,a dh i k t aa
अधिकरण,adhikraṇ,a dh i k r a n
अधिकर्मी,adhikarmī,a dh i k a r m ii
अधिका,adhikā,a dh i k aa
अधिकाई,adhikāī,a dh i k aa ii
अधिकार,adhikār,a dh i k aa r
अधिकारक,adhikārak,a dh i k aa r a k
अधिकारिक,adhikārik,a dh i k aa r i k
अधिकारिणी,adhikāriṇī,a dh i k aa r i n ii
अधिकारी,adhikārī,a dh i k aa r ii
अधिकारी,adhikārī,a dh i k aa r ii
अधिकृत,adhikŕt,a dh i k r i t
अधिकृति,adhikŕti,a dh i k r i t i
अधिगत,adhigat,a dh i g a t
अधिगम,adhigam,a dh i g a m
अधिगमन,adhigman,a dh i g m a n
अधिग्रहण,adhigrahaṇ,a dh i g r a h a n
अधित्यका,adhityakā,a dh i t y a k aa
अधिदेश,adhideś,a dh i d e sh
अधिदैविक,adhidaivik,a dh i d E v i k
अधिनायक,adhināyak,a dh i n aa y a k
अधिनायकत्व,adhināyakatv,a dh i n aa y a k a t v
अधिनियम,adhiniyam,a dh i n i y a m
अधिनियमन,adhiniyaman,a dh i n i y a m a n
अधिनियमित,adhiniyamit,a dh i n i y a m i t
अधिप,adhip,a dh i p
अधिपति,adhipti,a dh i p t i
अधिपत्र,adhipatr,a dh i p a t r
अधिप्रमाणित,adhipramāṇit,a dh i p r a m aa n i t
अधिभार,adhibhār,a dh i bh aa r
अधिभौतिक,adhibhautik,a dh i bh O t i k
अधिमत,adhimat,a dh i m a t
अधिमान,adhimān,a dh i m aa n
अधिमास,adhimās,a dh i m aa s
अधिया,adhiyā,a dh i y aa
अधियाना,adhiyānā,a dh i y aa n aa
अधियार,adhiyār,a dh i y aa r
अधियारी,adhiyārī,a dh i y aa r ii
अधिराज,adhirāj,a dh i r aa j
अधिराज्य,adhirājy,a dh i r aa j y
अधिरोपण,adhiropaṇ,a dh i r o p a n
अधिरोपित,adhiropit,a dh i r o p i t
अधिवक्ता,adhivaktā,a dh i v a k t aa
अधिवर्ष,adhivarṣ,a dh i v a r sh
अधिवास,adhivās,a dh i v aa s
अधिवासी,adhivāsī,a dh i v aa s ii
अधिवेशन,adhiveśan,a dh i v e sh a n
अधिशासी,adhiśāsī,a dh i sh aa s ii
अधिशेष,adhiśeṣ,a dh i sh e sh
अधिष्ठाता,adhiṣṭhātā,a dh i sh tth aa t aa
अधिष्ठात्री,adhiṣṭhātrī,a dh i sh tth aa t r ii
अधिष्ठान,adhiṣṭhān,a dh i sh tth aa n
अधिष्ठित,adhiṣṭhit,a dh i sh tth i t
अधिसंख्य,adhisaṅkhy,a dh i s a ng kh y
अधिसूचना,adhisūcnā,a dh i s uu c n aa
अधिसूचित,adhisūcit,a dh i s uu c i t
अधीक्षक,adhīkṣak,a dh ii k sh a k
अधीक्षण,adhīkṣaṇ,a dh ii k sh a n
अधीत,adhīt,a dh ii t
अधीन,adhīn,a dh ii n
अधीनता,adhīntā,a dh ii n t aa
अधीनीकरण,adhīnīkraṇ,a dh ii n ii k r a n
अधीर,adhīr,a dh ii r
अधीरज,adhīraj,a dh ii r a j
अधीरता,adhīrtā,a dh ii r t aa
अधीश,adhīś,a dh ii sh
अधिश्वर,adhiśvar,a dh i sh v a r
अधुना,adhunā,a dh u n aa
अधूरा,adhūrā,a dh uu r aa
अधेड़,adheṛ,a dh e rr
अधेड़पना,adheṛapnā,a dh e rr a p n aa
अधेला,adhelā,a dh e l aa
अधेली,adhelī,a dh e l ii
अधैर्य,adhairy,a dh E r y
अधो,adho,a dh o
अधोतर,adhotar,a dh o t a r
अधौड़ी,adhauṛī,a dh O rr ii
अध्यक्ष,adhyakṣ,a dh y a k sh
अध्यक्षता,adhyakṣatā,a dh y a k sh a t aa
अध्यक्षत्व,adhyakṣatv,a dh y a k sh a t v
अध्यक्षा,adhyakṣā,a dh y a k sh aa
अध्ययन,adhyayan,a dh y a y a n
अध्ययनीय,adhyayanīya,a dh y a y a n ii y a
अध्यवसाय,adhyavsāy,a dh y a v s aa y
अध्यवसायी,adhyavsāyī,a dh y a v s aa y ii
अध्यात्म,adhyātm,a dh y aa t m
अध्यात्मिक,adhyātmik,a dh y aa t m i k
अध्यादेश,adhyādeś,a dh y aa d e sh
अध्यापक,adhyāpak,a dh y aa p a k
अध्यापकी,adhyāpkī,a dh y aa p k ii
अध्यापन,adhyāpan,a dh y aa p a n
अध्यापिका,adhyāpikā,a dh y aa p i k aa
अध्याय,adhyāy,a dh y aa y
अध्यारोप,adhyārop,a dh y aa r o p
अध्यारोपण,adhyāropaṇ,a dh y aa r o p a n
अध्यारोपित,adhyāropit,a dh y aa r o p i t
अध्यास,adhyās,a dh y aa s
अध्यासीन,adhyāsīn,a dh y aa s ii n
अध्याहार,adhyāhār,a dh y aa h aa r
अध्याहुत,adhyāhut,a dh y aa h u t
अध्येता,adhyetā,a dh y e t aa
अध्येय,adhyeya,a dh y e y a
अध्रुव,adhruv,a dh r u v
अन,an,a n
अनंग,anaṅg,a n a ng g
अनंगी,anaṅgī,a n a ng g ii
अनंगीकरण,anaṅgīkraṇ,a n a ng g ii k r a n
अनंगीकार,anaṅgīkār,a n a ng g ii k aa r
अनंत,anant,a n a n t
अनंतता,ananttā,a n a n t t aa
अनंतिम,anantim,a n a n t i m
अनंतर,anantar,a n a n t a r
अनंतरित,anantrit,a n a n t r i t
अनंतरीय,anantrīya,a n a n t r ii y a
अनंतर्हित,anantarhit,a n a n t a r h i t
अनंत्य,ananty,a n a n t y
अनंद,anand,a n a n d
अनंश,ananś,a n a n sh
अन,an,a n
अन,an,a n
अन,an,a n
अनकना,anaknā,a n a k n aa
अनक्षर,anakṣar,a n a k sh a r
अनख,anakh,a n a kh
अनखा,ankhā,a n kh aa
अनखाहट,ankhāhaṭ,a n kh aa h a tt
अनखी,ankhī,a n kh ii
अनगढ़,angaṛh,a n g a rrh
अनगढ़त,anagṛhat,a n a g rrh a t
अनगढ़पन,angaṛhpan,a n g a rrh p a n
अनगढ़पना,angaṛhapnā,a n g a rrh a p n aa
अनगणित,anagṇit,a n a g n i t
अनगिनत,anginat,a n g i n a t
अनगिना,anginā,a n g i n aa
अनगी,angī,a n g ii
अनघ,anagh,a n a gh
अनघड़,anghaṛ,a n gh a rr
अनघड़त,anaghṛat,a n a gh rr a t
अनघड़पन,anghaṛpan,a n gh a rr p a n
अनघड़पना,anghaṛapnā,a n gh a rr a p n aa
अनचाहत,ancāhat,a n c aa h a t
अनचाहा,ancāhā,a n c aa h aa
अनचित,ancit,a n c i t
अनचित्ता,ancittā,a n c i t t aa
अनचीत,ancīt,a n c ii t
अनचीता,ancītā,a n c ii t aa
अनचेना,ancenā,a n c e n aa
अनछीला,anchīlā,a n ch ii l aa
अनछेड़,ancheṛ,a n ch e rr
अनजना,anajnā,a n a j n aa
अनजाई,anjāī,a n j aa ii
अनजान,anjān,a n j aa n
अनजानत,anjānat,a n j aa n a t
अनजाना,anjānā,a n j aa n aa
अनजानी,anjānī,a n j aa n ii
अनजामा,anjāmā,a n j aa m aa
अनझिप,anjhip,a n jh i p
अनट,anaṭ,a n a tt
अनत,anat,a n a t
अनदेखा,andekhā,a n d e kh aa
अनदेखी,andekhī,a n d e kh ii
अनधिकार,andhikār,a n dh i k aa r
अनन्नास,anannās,a n a n n aa s
अनन्नासी,anannāsī,a n a n n aa s ii
अनन्य,anany,a n a n y
अनन्यता,ananyatā,a n a n y a t aa
अनपच,anpac,a n p a c
अनपढ़,anpaṛh,a n p a rrh
अनपढ़ता,anpaṛhtā,a n p a rrh t aa
अनपढ़ा,anapṛhā,a n a p rrh aa
अनपराध,anaprādh,a n a p r aa dh
अनपराधी,anaprādhī,a n a p r aa dh ii
अनपरिचय,anapricay,a n a p r i c a y
अनपाय,anpāy,a n p aa y
अनपायी,anpāyī,a n p aa y ii
अनपेक्ष,anpekṣ,a n p e k sh
अनपेक्षा,anpekṣā,a n p e k sh aa
अनपेक्षित,anpekṣit,a n p e k sh i t
अनपेक्ष्य,anpekṣy,a n p e k sh y
अनप्रतीती,anapratītī,a n a p r a t ii t ii
अनबन,anban,a n b a n
अनबन,anban,a n b a n
अनबिंधा,anbindhā,a n b i n dh aa
अनबूझ,anbūjh,a n b uu jh
अनबेधा,anbedhā,a n b e dh aa
अनबोल,anbol,a n b o l
अनबोला,anbolā,a n b o l aa
अनबोया,anboyā,a n b o y aa
अनब्याहा,anabyāhā,a n a b y aa h aa
अनभल,anbhal,a n bh a l
अनभला,anabhlā,a n a bh l aa
अनभाया,anbhāyā,a n bh aa y aa
अनभिज्ञ,anbhigy,a n bh i g y
अनभिज्ञता,anbhigyatā,a n bh i g y a t aa
अनभिलाष,anbhilāṣ,a n bh i l aa sh
अनभिलाषी,anbhilāṣī,a n bh i l aa sh ii
अनमन,anman,a n m a n
अनमना,anamnā,a n a m n aa
अनमनाना,anamnānā,a n a m n aa n aa
अनमनापन,anamnāpan,a n a m n aa p a n
अनमनाहट,anamnāhaṭ,a n a m n aa h a tt
अनमिल,anmil,a n m i l
अनमेल,anmel,a n m e l
अनमोल,anmol,a n m o l
अनरखा,anarkhā,a n a r kh aa
अनरस,anras,a n r a s
अंनरीति,annrīti,a n n r ii t i
अनर्गल,anargal,a n a r g a l
अनर्थ,anarth,a n a r th
अनर्थक,anarthak,a n a r th a k
अनर्थकारी,anarthakārī,a n a r th a k aa r ii
अनर्थी,anarthī,a n a r th ii
अनर्हता,anarhatā,a n a r h a t aa
अनल,anal,a n a l
अनलसित,analsit,a n a l s i t
अनवकाश,anavkāś,a n a v k aa sh
अनवट,anvaṭ,a n v a tt
अनवट,anvaṭ,a n v a tt
अनवद्य,anvady,a n v a d y
अनवधान,anavdhān,a n a v dh aa n
अनवधानता,anvadhāntā,a n v a dh aa n t aa
अनवधि,anavdhi,a n a v dh i
अनवरत,anavrat,a n a v r a t
अनवरोध,anavrodh,a n a v r o dh
अनवसर,anavsar,a n a v s a r
अनवस्थ,anvasth,a n v a s th
अनवस्था,anvasthā,a n v a s th aa
अनवस्थित,anvasthit,a n v a s th i t
अनवाँसा,anvā̃sā,a n v aa ~ s aa
अनवाँसी,anvā̃sī,a n v aa ~ s ii
अनशन,anśan,a n sh a n
अनश्वर,anaśvar,a n a sh v a r
अनसमझ,anasmajh,a n a s m a jh
अनसिखा,ansikhā,a n s i kh aa
अनसुन,ansun,a n s u n
अनसुना,ansunā,a n s u n aa
अनसुनी,ansunī,a n s u n ii
अनसूय,ansūy,a n s uu y
अनसोच,ansoc,a n s o c
अनसोचा,ansocā,a n s o c aa
अनहंकार,anhaṅkār,a n h a ng k aa r
अनहित,anhit,a n h i t
अनहितू,anhitū,a n h i t uu
अनहोता,anhotā,a n h o t aa
अनहोना,anhonā,a n h o n aa
अनहोनी,anhonī,a n h o n ii
अनाकानी,anākānī,a n aa k aa n ii
अनाकार,anākār,a n aa k aa r
अनाक्रमण,anākramaṇ,a n aa k r a m a n
अनाक्रांत,anākrānt,a n aa k r aa n t
अनाक्रांता,anākrāntā,a n aa k r aa n t aa
अनागत,anāgat,a n aa g a t
अनागति,anāgti,a n aa g t i
अनागम,anāgam,a n aa g a m
अनागम्य,anāgamy,a n aa g a m y
अनाचरण,anācraṇ,a n aa c r a n
अनाचार,anācār,a n aa c aa r
अनाचारिता,anācāritā,a n aa c aa r i t aa
अनाचारी,anācārī,a n aa c aa r ii
अनाचित,anācit,a n aa c i t
अनाचिती,anācitī,a n aa c i t ii
अनाज,anāj,a n aa j
अनाजी,anājī,a n aa j ii
अनाड़ी,anāṛī,a n aa rr ii
अनाड़ीपन,anāṛīpan,a n aa rr ii p a n
अनाड़ीपना,anāṛīpnā,a n aa rr ii p n aa
अनातुर,anātur,a n aa t u r
अनात्म,anātm,a n aa t m
अनात्मक,anātmak,a n aa t m a k
अनाथ,anāth,a n aa th
अनाद,anād,a n aa d
अनादर,anādar,a n aa d a r
अनादरण,anādraṇ,a n aa d r a n
अनादरणीय,anādarṇīya,a n aa d a r n ii y a
अनादरित,anādrit,a n aa d r i t
अनादि,anādi,a n aa d i
अनादिता,anāditā,a n aa d i t aa
अनादित्व,anāditv,a n aa d i t v
अनादृत,anādŕt,a n aa d r i t
अनानास,anānās,a n aa n aa s
अनापशनाप,anāpaśnāp,a n aa p a sh n aa p
अनाम,anām,a n aa m
अनामक,anāmak,a n aa m a k
अनामय,anāmay,a n aa m a y
अनामिका,anāmikā,a n aa m i k aa
अनायक,anāyak,a n aa y a k
